Trial.source,Drug_1,canSAR_target_1,Drug_1_target_uniprots,InChI_1,InChIKey_1,SMILES_1,Drug_2,canSAR_target_2,Drug_2_target_uniprots,InChI_2,InChIKey_2,SMILES_2,Patient.population,Disease,Phase,PMID,Results,NCT.Number,Title,Recruitment,Study.Results,Conditions,Interventions,Sponsor.Collaborators,Gender,Age,Enrollment,Funded.Bys,Study.Types,Study.Designs,Other.IDs,Acronym,Primary.Completion.Date,Outcome.Measures,URL
clinicaltrials.gov,valporic acid,382,P51649,"InChI=1S/C8H16O2/c1-3-5-7(6-4-2)8(9)10/h7H,3-6H2,1-2H3,(H,9,10)",NIJJYAXOARWZEE-UHFFFAOYSA-N,CCCC(CCC)C(=O)O,avelumab,NA,Q9NZQ7,,,,,cervical cancers;female cancers;male cancers;other,Phase 2,NA,,NCT03357757,Avelumab With Valproic Acid in Virus-associated Cancer,Recruiting,No Results Available,Cancer That is Associated With a Chronic Viral Infection|p16 Positive SCCHN|Squamous Cell Carcinoma of the Cervix|p16 Positive Squamous Cell Carcinoma of the Vagina or Vulva|p16 Positive Squamous Cell Carcinoma of the Penis|p16 Positive Squamous Cell Carcinoma of the Anus or Anal Canal|EBER Positive NPC|EBER Positive Hodgkins and Non-hodgkins Lymphona,Drug: Valproic Acid|Biological: Avelumab,AHS Cancer Control Alberta|EMD Serono,All,"18 Years and older ï_ (Adult, Senior)",39,Other|Industry,Interventional,Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,LATENT,LATENT,Efficacy of Avelumab and VPA|Proportion of subjects who complete 4 doses of Avelumab in combination with VPA|Overall survival|Progression free survival|Number of participants with adverse events|Identify specific virus-associated cancers as candidates for subsequent study|Measurement of Immuno-score|Measurement of MHC expression|Measurement of cell-free tumoral DNA in blood|Phenotyping of Tumour Infiltrating Lymphocytes|DNA viral load|Expression of lytic viral genes|Cytotoxic T-Lymphocyte immunophenotyping|T-cell receptor sequencing|Hsp90 concentration in serum,,https://ClinicalTrials.gov/show/NCT03357757
clinicaltrials.gov,avelumab,NA,Q9NZQ7,,,,axitinib,600224,P35968;P17948;P35916,"InChI=1S/C22H18N4OS/c1-23-22(27)18-7-2-3-8-21(18)28-16-10-11-17-19(25-26-20(17)14-16)12-9-15-6-4-5-13-24-15/h2-14H,1H3,(H,23,27)(H,25,26)/b12-9+",RITAVMQDGBJQJZ-FMIVXFBMSA-N,CNC(=O)c1ccccc1Sc2ccc3c(\C=C\c4ccccn4)n[nH]c3c2,,kidney cancers,Phase 1,NA,,NCT02493751,A Study Of Avelumab In Combination With Axitinib In Advanced Renal Cell Cancer (JAVELIN Renal 100),Recruiting,No Results Available,Renal Cell Cancer,Drug: Avelumab (MSB0010718C)|Drug: Axitinib (AG-013736),Pfizer,All,"18 Years and older __ (Adult, Senior)",55,Industry,Interventional,Masking: No masking|Primary Purpose: Treatment,B9991002|2015-001137-25|Javelin Renal 100,null,Mar-14,Number of participant with Dose-Limiting Toxicities (DLT)|Number of participants with Objective Response|Duration of response (DR)|Progression Free Survival (PFS)|Time to Response (TTR)|Maximum plasma concentration (Cmax) of MSB0010718C (avelumab)|Maximum plasma concentration (Cmax) of axitinib|Time to reach the maximum plasma concentration (Tmax) of axitinib|Trough plasma concentration (Ctrough) of MSB0010718C (avelumab)|AUC0-tau is the area under the curve from time 0 to next dose for axitinib|Elimination half-life (t1/2) of axitinib|Tumor tissue biomarkers|Anti-Drug Antibody (ADA) levels of MSB0010718C/Neutralizing antibodies titers for MSB0010718C|Disease Control (DC)|Overall Survival,https://ClinicalTrials.gov/show/NCT02493751
clinicaltrials.gov,avelumab,NA,Q9NZQ7,,,,axitinib,600224,P35968;P17948;P35916,"InChI=1S/C22H18N4OS/c1-23-22(27)18-7-2-3-8-21(18)28-16-10-11-17-19(25-26-20(17)14-16)12-9-15-6-4-5-13-24-15/h2-14H,1H3,(H,23,27)(H,25,26)/b12-9+",RITAVMQDGBJQJZ-FMIVXFBMSA-N,CNC(=O)c1ccccc1Sc2ccc3c(\C=C\c4ccccn4)n[nH]c3c2,,liver cancers,Phase 1,NA,,NCT03289533,A Study Of Avelumab In Combination With Axitinib In Advanced HCC,Recruiting,No Results Available,"Carcinoma, Hepatocellular",Drug: Avelumab (MSB0010718C)|Drug: Axitinib (AG-013736),Pfizer,All,"20 Years and older ï_ (Adult, Senior)",20,Industry,Interventional,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,B9991024,null,"Adverse events (AEs) and laboratory abnormalities as graded by National Cancer Institute (NCI) Common Terminology Criteria for Adverse Events (CTCAE) v. 4.03.|Time to Progression (TTP)|Overall Survival (OS)|Maximum plasma concentration (Cmax) of avelumab|Maximum plasma concentration (Cmax) of axitinib|Tumor tissue biomarker status (ie, positive or negative based on, for example, PD-L1 expression and/or quantitation of tumor infiltrating CD8+ T lymphocytes as assessed by immunohistochemistry [IHC]).|Anti drug antibodies (ADAs, neutralizing antibodies [nAbs]) for avelumab when in combination with axitinib.|Progression Free Survival (PFS)|Objective Response (OR)|Time to Tumor Response (TTR)|Duration of Response (DR)|Trough plasma concentration (Ctrough) of avelumab|Trough plasma concentration (Ctrough) of axitinib|Disease Control (DC)",,https://ClinicalTrials.gov/show/NCT03289533
clinicaltrials.gov,nivolumab,NA,Q15116,,,,axitinib,600224,P35968;P17948;P35916,"InChI=1S/C22H18N4OS/c1-23-22(27)18-7-2-3-8-21(18)28-16-10-11-17-19(25-26-20(17)14-16)12-9-15-6-4-5-13-24-15/h2-14H,1H3,(H,23,27)(H,25,26)/b12-9+",RITAVMQDGBJQJZ-FMIVXFBMSA-N,CNC(=O)c1ccccc1Sc2ccc3c(\C=C\c4ccccn4)n[nH]c3c2,,kidney cancers,Phase 1/2,NA,,NCT03172754,Study of Nivolumab and Axitinib in Patients With Advanced Renal Cell Carcinoma,Recruiting,No Results Available,Renal Cell Carcinoma,Drug: Nivolumab|Drug: Axitinib,Fox Chase Cancer Center,All,"18 Years and older ï_ (Adult, Senior)",98,Other,Interventional,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,GU-102,null,Incidence of treatment-related adverse events|Overall response rate (ORR)|Duration of response (DOR)|Progression free survival (PFS)|Overall survival (OS)|Safety profile as assessed by CTCAE 4.03|PD-L1 expression on tumor biospecimens|Tumor infiltrating lymphocyte assessments on tumor biospecimens|Pharmacodynamic effect of study treatment including cytokines,,https://ClinicalTrials.gov/show/NCT03172754
clinicaltrials.gov,X4P-001,NA,,,,,axitinib,600224,P35968;P17948;P35916,"InChI=1S/C22H18N4OS/c1-23-22(27)18-7-2-3-8-21(18)28-16-10-11-17-19(25-26-20(17)14-16)12-9-15-6-4-5-13-24-15/h2-14H,1H3,(H,23,27)(H,25,26)/b12-9+",RITAVMQDGBJQJZ-FMIVXFBMSA-N,CNC(=O)c1ccccc1Sc2ccc3c(\C=C\c4ccccn4)n[nH]c3c2,,kidney cancers,Phase 1/2,NA,,NCT02667886,Trial of X4P-001 in Patients With Advanced Renal Cell Carcinoma,Recruiting,No Results Available,Clear Cell Renal Cell Carcinoma,Drug: X4P-001|Drug: axitinib,X4 Pharmaceuticals,All,"18 Years and older __ (Adult, Senior)",83,Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: No masking|Primary Purpose: Treatment,X4P-001-RCCA,null,Feb-15,Incidence of Treatment-Emergent Adverse Events (Safety and tolerability)|Objective Response Rate|Disease Control Rate|Progression Free Survival|Maximum Plasma Concentration (Cmax)|Area Under the Curve (AUC)|Minimum Plasma Concentration (Cmin),https://ClinicalTrials.gov/show/NCT02667886
clinicaltrials.gov,olaparib,26590,O95271;P09874;Q9UGN5,"InChI=1S/C24H23FN4O3/c25-20-8-5-15(14-21-17-3-1-2-4-18(17)22(30)27-26-21)13-19(20)24(32)29-11-9-28(10-12-29)23(31)16-6-7-16/h1-5,8,13,16H,6-7,9-12,14H2,(H,27,30)",FDLYAMZZIXQODN-UHFFFAOYSA-N,Fc1ccc(CC2=NNC(=O)c3ccccc23)cc1C(=O)N4CCN(CC4)C(=O)C5CC5,AZD-5363,NA,P31751;Q9Y243;P31749,"InChI=1S/C32H44F2N2O5S2/c1-4-36(32(37)19-23-5-9-29(10-6-23)42(2,38)39)28-13-16-35(17-14-28)18-15-31(25-20-26(33)22-27(34)21-25)24-7-11-30(12-8-24)43(3,40)41/h5-6,9-10,20-22,24,28,30-31H,4,7-8,11-19H2,1-3H3/t24?,30?,31-/m1/s1",AESXAJXKMUNYJP-ZWFIUULVSA-N,CCN(C1CCN(CC[C@H](C2CCC(CC2)S(=O)(=O)C)c3cc(F)cc(F)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,,advanced solid cancers,Phase 1,NA,,NCT02338622,Trial of Olaparib in Combination With AZD5363 (ComPAKT),Unknown status,No Results Available,Advanced Cancer,Drug: olaparib|Drug: AZD5363,"Royal Marsden NHS Foundation Trust|Institute of Cancer Research, United Kingdom|AstraZeneca",All,"18 Years and older __ (Adult, Senior)",58,Other|Industry,Interventional,Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,CCR4058|2013-004692-13,ComPAKT,Sep-11,"Safety/tolerability of olaparib in combination with AZD5363|Maximum tolerated dose and recommended Phase II dose of this combination in patients with advanced solid tumours.|Plasma levels of olaparib and AZD5363 using validated assays.|pAkt/Akt, pGSK/GSK3, pS6 kinase/S6 kinase and pPRAS40/PRAS40 ratios in pre- and post-treatment tumour biopsies using validated assays.",https://ClinicalTrials.gov/show/NCT02338622
clinicaltrials.gov,durvalumab,NA,Q9NZQ7,,,,bavituximab,NA,,,,,,lung cancers,Phase 2,NA,,NCT02673814,Phase 2 Trial of Durvalumab With or Without Bavituximab in Patients With Previously Treated Metastatic Non-small-cell Lung Cancer,Withdrawn,No Results Available,Non-Small Cell Lung Cancer,Biological: durvalumab|Biological: bavituximab,Peregrine Pharmaceuticals,All,"18 Years and older __ (Adult, Senior)",0,Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment,PPHM 1501,null,Mar-13,Objective Response Rate (ORR),https://ClinicalTrials.gov/show/NCT02673814
clinicaltrials.gov,amcasertib,1896288,,"InChI=1S/C31H33N5O2S/c1-5-36(6-2)15-14-32-30(38)28-19(3)26(33-20(28)4)17-24-23-16-22(12-13-25(23)34-29(24)37)27-18-39-31(35-27)21-10-8-7-9-11-21/h7-13,16-18,33H,5-6,14-15H2,1-4H3,(H,32,38)(H,34,37)/b24-17-",QDWKGEFGLQMDAM-ULJHMMPZSA-N,CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(cc23)c4csc(n4)c5ccccc5)c1C,BBI503,NA,,,,,,advanced solid cancers,Phase 1,NA,,NCT02432326,A Study of BBI608 and BBI503 Administered in Combination to Adult Patients With Advanced Solid Tumors,Recruiting,No Results Available,Cancer|Advanced Solid Tumors,Drug: BBI608|Drug: BBI503,"Boston Biomedical, Inc",All,"18 Years and older __ (Adult, Senior)",150,Industry,Interventional,Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment,BBI401-101,null,Sep-13,"Determination of the safety and tolerability of BBI608 and BBI503 when administered in combination by assessing dose-limiting toxicities (DLTs)|Determination of the Recommended Phase 2 Dose of BBI608 and BBI503 when administered in combination based on DLT criteria, pharmacokinetic/pharmacodynamic observations and tolerability overall|Pharmacokinetic profile of BBI608 and BBI503 when administered in combination as assessed by maximum plasma concentration and area under the curve.|Pharmacodynamic activity assessed by tumor biopsy|Assessment of the preliminary anti-tumor activity by performing tumor assessments",https://ClinicalTrials.gov/show/NCT02432326
clinicaltrials.gov,carfilzomib,134643,P49721;P20618;P28074;P28062;P28065;P28072;P25786;P25787;P25788;P25789;P28066;P60900;O14818;Q8TAA3;P40306;A5LHX3;P49720;P28070;Q99436,"InChI=1S/C40H57N5O7/c1-27(2)22-32(36(47)40(5)26-52-40)42-39(50)34(24-30-14-10-7-11-15-30)44-38(49)33(23-28(3)4)43-37(48)31(17-16-29-12-8-6-9-13-29)41-35(46)25-45-18-20-51-21-19-45/h6-15,27-28,31-34H,16-26H2,1-5H3,(H,41,46)(H,42,50)(H,43,48)(H,44,49)/t31-,32-,33-,34-,40+/m0/s1",BLMPQMFVWMYDKT-NZTKNTHTSA-N,CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN2CCOCC2)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]4(C)CO4,belinostat,73864,Q9BY41;Q969S8;O15379;P56524;Q8WUI4;Q9UQL6;Q9UKV0;Q13547;Q92769;Q9UBN7;Q96DB2,"InChI=1S/C15H14N2O4S/c18-15(16-19)10-9-12-5-4-8-14(11-12)22(20,21)17-13-6-2-1-3-7-13/h1-11,17,19H,(H,16,18)/b10-9+",NCNRHFGMJRPRSK-MDZDMXLPSA-N,ONC(=O)\C=C\c1cccc(c1)S(=O)(=O)Nc2ccccc2,,lymphoma,Phase 1,NA,,NCT02142530,Carfilzomib Plus Belinostat in Relapsed/Refractory NHL,Recruiting,No Results Available,Non-Hodgkin Lymphoma|Diffuse Large B-cell Lymphoma|Mantle Cell Lymphoma|Follicular Lymphoma|Peripheral T-cell Lymphoma,Drug: Carfilzomib|Drug: Belinostat,Massachusetts General Hospital|National Comprehensive Cancer Network,All,"18 Years and older __ (Adult, Senior)",30,Other,Interventional,Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment,14-096,null,Sep-13,Maximum tolerated doses of carfilzomib and belinostat in combination|Number of Participants with Serious Adverse Events|Plasma Concentration Time Profiles|Objective response rate,https://ClinicalTrials.gov/show/NCT02142530
clinicaltrials.gov,alectinib,859887,Q9UM73;P07949,"InChI=1S/C30H34N4O2/c1-4-20-16-23-24(17-26(20)34-9-7-21(8-10-34)33-11-13-36-14-12-33)30(2,3)29-27(28(23)35)22-6-5-19(18-31)15-25(22)32-29/h5-6,15-17,21,32H,4,7-14H2,1-3H3",KDGFLJKFZUIJMX-UHFFFAOYSA-N,CCc1cc2C(=O)c3c([nH]c4cc(ccc34)C#N)C(C)(C)c2cc1N5CCC(CC5)N6CCOCC6,bevacizumab,11,P15692,,,,,lung cancers,Phase 1/2,NA,,NCT02521051,"Phase I/II Trial of Alectinib and Bevacizumab in Patients With Advanced, Anaplastic Lymphoma Kinase (ALK)-Positive, Non-Small Cell Lung Cancer",Recruiting,No Results Available,Non-Small Cell Lung Cancer (NSCLC),Drug: Alectinib|Drug: Bevacizumab,"Massachusetts General Hospital|Genentech, Inc.",All,"18 Years and older __ (Adult, Senior)",43,Other|Industry,Interventional,Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment,15-055,null,Sep-14,"Recommended phase II dose of the combination of Alectinib and Bevacizumab|Number of participants treated with the combination of alectinib and bevacizumab with adverse events|Central nervous system objective response rate|Central nervous system disease control rate|Central nervous system progression-free survival|Overall objective response rate|Overall disease control rate|Progression-free survival|Quality of life: change from baseline to on-treatment, measured by the European Organization for Research and Treatment of Cancer (EORTC) quality of life questionnaire (QLQ)-C30|Quality of life: change from baseline and on-treatment, measured by the European Organization for Research and Treatment of Cancer (EORTC) quality of life questionnaire (QLQ)-BN20|Number of patients with an ALK resistance mutation",https://ClinicalTrials.gov/show/NCT02521051
clinicaltrials.gov,AMG 386,NA,Q15389;O15123,,,,bevacizumab,11,P15692,,,,,brain cancers,Phase 1/2,NA,,NCT01290263,Amgen 386 for Recurrent Glioblastoma,Completed,Has Results,Glioblastoma Multiforme,Drug: Amgen 386|Drug: Bevacizumab,Dana-Farber Cancer Institute|Amgen,All,"18 Years and older __ (Adult, Senior)",48,Other|Industry,Interventional,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: No masking|Primary Purpose: Treatment,12-185,null,Jun-11,6-Month Progression-Free Survival (PFS6) [Cohort A and Cohort B]|AMG 386 Maximum Tolerated Dose (MTD) [Cohort B Phase I]|AMG 386 Dose Limiting Toxicity (DLT) [Cohort B Phase I]|Best Radiographic Response [Cohort A and Cohort B]|Overall Survival (OS) [Cohort A and Cohort B]|Progression-Free Survival (PFS) [Cohort A and Cohort B],https://ClinicalTrials.gov/show/NCT01290263
clinicaltrials.gov,apatinib,1384455,P35968,"InChI=1S/C24H23N5O.CH4O3S/c25-17-24(11-1-2-12-24)19-5-7-20(8-6-19)29-23(30)21-4-3-13-27-22(21)28-16-18-9-14-26-15-10-18;1-5(2,3)4/h3-10,13-15H,1-2,11-12,16H2,(H,27,28)(H,29,30);1H3,(H,2,3,4)",FYJROXRIVQPKRY-UHFFFAOYSA-N,CS(=O)(=O)O.O=C(Nc1ccc(cc1)C2(CCCC2)C#N)c3cccnc3NCc4ccncc4,bevacizumab,11,P15692,,,,,colorectal cancers,Phase 2,NA,,NCT03271255,Apatinib Versus Bevacizumab in Second-line Therapy for Colorectal Cancer(ABST-C),Not yet recruiting,No Results Available,Colorectal Neoplasms|Intestinal Neoplasms|Gastrointestinal Neoplasms|Digestive System Neoplasms,Drug: Apatinib Mesylate Tablets|Drug: Bevacizumab Injection,Shenzhen People's Hospital,All,"18 Years to 70 Years ï_ (Adult, Senior)",80,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,Shenzhen CRC-001,null,Progression-free Survival (PFS) Time|Overall Survival (OS)|Percentage of Participants Achieving an Objective Response (Objective Response Rate)|Percentage of Participants Achieving a Stable Disease (SD) or a confirmed CR or PR (Disease Control Rate),,https://ClinicalTrials.gov/show/NCT03271255
clinicaltrials.gov,atezolizumab,NA,Q9NZQ7,,,,bevacizumab,11,P15692,,,,,bladder cancers,Phase 2,NA,,NCT03133390,Atezolizumab With or Without Bevacizumab in Cisplatin-ineligible Patients,Not yet recruiting,No Results Available,Urothelial Carcinoma,Drug: Atezolizumab 1200 mg|Drug: Bevacizumab 15 mg/kg IV,New York University School of Medicine,All,"18 Years to 75 Years __ (Adult, Senior)",118,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: No masking|Primary Purpose: Treatment,16-01918,null,Apr-14,Overall Survival|Objective Response Rate (ORR)|Duration of Response (DoR)|Disease Control Rate (ORR + SD)|Progression-Free Survival (PFS),https://ClinicalTrials.gov/show/NCT03133390
clinicaltrials.gov,atezolizumab,NA,Q9NZQ7,,,,bevacizumab,11,P15692,,,,,bladder cancers,Phase 2,NA,,NCT03272217,Atezolizumab With or Without Bevacizumab in Previously Untreated Metastatic/Unresectable Urothelial Cancer,Recruiting,No Results Available,Urothelial Carcinoma,Drug: Atezolizumab|Drug: Bevacizumab,"Arjun Balar, MD|Roche-Genentech|Hoosier Cancer Research Network",All,"18 Years and older ï_ (Adult, Senior)",118,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,HCRN GU15-215,null,Overall survival (OS)|Objective response rate (ORR)|Duration of Response (DoR)|Disease Control Rate|Progression-Free Survival (PFS)|Assess Safety and Toxicity by CTCAEv4,,https://ClinicalTrials.gov/show/NCT03272217
clinicaltrials.gov,atezolizumab,NA,Q9NZQ7,,,,bevacizumab,11,P15692,,,,,bowel cancers,Phase 2,NA,,NCT02982694,"Study With Atezolizumab Plus Bevacizumab in Patients With Chemotherapy Resistant, MSI-like, Colorectal Cancer",Not yet recruiting,No Results Available,"MSI|ColoRectal Cancer|Chemotherapy|Resistance, APC",Drug: Atezolizumab|Drug: Bevacizumab,Vall d'Hebron Institute of Oncology|European Organisation for Research and Treatment of Cancer - EORTC,All,"18 Years and older __ (Adult, Senior)",58,Other,Interventional,Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment,VHIO16001 - EORTC 1604|2016-002001-19,null,Feb-15,Overall Response Rate|Immune-related tumor response|Progression Free Survival|Overall Survival|Safety and tolerability (adverse event assessment according to CTCAE v 4.0),https://ClinicalTrials.gov/show/NCT02982694
clinicaltrials.gov,BEVZ92,NA,,,,,bevacizumab,11,P15692,,,,,bowel cancers,Phase 1,NA,,NCT02069704,Bioequivalence Study Bevacizumab Biosimilar (BEVZ92) Versus Bevacizumab (AVASTIN__) in First-line Treatment mCRC Patients,"Active, not recruiting",No Results Available,Metastatic Colorectal Cancer,"Drug: Bevacizumab biosimilar (BEVZ92)|Drug: Avastin__ (bevacizumab, reference product)",mAbxience S.A|Laboratorio Elea S.A.C.I.F. y A.|Libbs Farmac_utica Ltda,All,"18 Years and older __ (Adult, Senior)",142,Industry|Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment,BEVZ92-A-01-13,null,Sep-11,"To compare the PK profile of BEVZ92 and Avastin__, both administered in combination with FOLFOX (any) or FOLFIRI|Safety, immunogenicity and efficacy profile",https://ClinicalTrials.gov/show/NCT02069704
clinicaltrials.gov,capmatinib,1278782,P08581,"InChI=1S/C23H17FN6O/c1-25-22(31)18-6-5-16(11-19(18)24)21-13-28-23-27-12-17(30(23)29-21)10-14-4-7-20-15(9-14)3-2-8-26-20/h2-9,11-13H,10H2,1H3,(H,25,31)",LIOLIMKSCNQPLV-UHFFFAOYSA-N,CNC(=O)c1ccc(cc1F)c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2,bevacizumab,11,P15692,,,,,brain cancers;bowel cancers;kidney cancers,Phase 1,NA,,NCT02386826,INC280 Combined With Bevacizumab in Patients With Glioblastoma Multiforme,Recruiting,No Results Available,Glioblastoma Multiforme|Gliosarcoma|Colorectal Cancer|Renal Cell Carcinoma,Drug: INC280|Biological: bevacizumab,"SCRI Development Innovations, LLC|Novartis",All,"18 Years and older __ (Adult, Senior)",63,Other|Industry,Interventional,Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment,SCRI REFMAL 365,null,Aug-14,Maximum Tolerated Dose (MTD) of INC280|Progression-free Survival|Overall Response Rate,https://ClinicalTrials.gov/show/NCT02386826
clinicaltrials.gov,cetuximab,9,P00533,,,,bevacizumab,11,P15692,,,,,head and neck cancers,Phase 2,NA,,NCT00409565,A Phase II Trial of Cetuximab and Bevacizumab in Patients With Recurrent or Metastatic Head and Neck Cancer,Completed,Has Results,Head and Neck Cancer|Squamous Cell Carcinoma,Drug: Cetuximab|Drug: Bevacizumab,National Cancer Institute (NCI),All,"18 Years to 98 Years __ (Adult, Senior)",48,NIH,Interventional,Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment,NCI-2009-00171|NCI / CTEP Protocol # 7440,null,Jan-08,Objective Response Rate (ORR)|Progression-free Survival (PFS)|Overall Survival (OS)|Change in Serum Cytokine Concentrations|Disease Control Rate (DCR) ((Clinical Benefit Rate (CBR)),https://ClinicalTrials.gov/show/NCT00409565
clinicaltrials.gov,CRLX101,NA,,,,,bevacizumab,11,P15692,,,,,kidney cancers,Phase 1,NA,,NCT01625936,CRLX101 Plus Bevacizumab in Advanced RCC,"Active, not recruiting",No Results Available,Renal Cell Carcinoma,Drug: CRLX101 (Cerulean)|Drug: Bevacizumab,Abramson Cancer Center of the University of Pennsylvania,All,"18 Years and older __ (Adult, Senior)",22,Other,Interventional,Intervention Model: Single Group Assignment|Primary Purpose: Treatment,UPCC 02812,null,May-10,Number of Adverse Events,https://ClinicalTrials.gov/show/NCT01625936
clinicaltrials.gov,DSP-7888,NA,,,,,bevacizumab,11,P15692,,,,,brain cancers,Phase 2,NA,,NCT03149003,A Study of DSP-7888 Dosing Emulsion in Combination With Bevacizumab in Patients With Recurrent or Progressive Glioblastoma Following Initial Therapy,Recruiting,No Results Available,Glioblastoma Multiforme,Drug: DSP-7888 Dosing Emulsion|Drug: Bevacizumab,"Boston Biomedical, Inc",All,"18 Years and older __ (Adult, Senior)",200,Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: No masking|Primary Purpose: Treatment,BBI-DSP7888-201G,WIZARD201G,Nov-15,Determination of the safety and tolerability of DSP-7888 Dosing Emulsion by assessing dose-limiting toxicities (DLTs)|Overall Survival|Twelve-month Survival|Progression Free Survival|Six-month Progression Free Survival|Response Rate|Duration of Response|Number of Patients with Adverse Events,https://ClinicalTrials.gov/show/NCT03149003
clinicaltrials.gov,erlotinib,1012,O00444;O14578;O14965;O14976;O15197;O43293;O43353;O60674;O75676;O94768;O94804;O94956;P00519;P00533;P04626;P06239;P07947;P07948;P07949;P08581;P08631;P08684;P09769;P10721;P12931;P16234;P17948;P19525;P21802;P21860;P29320;P29322;P29376;P29597;P30530;P31152;P32298;P33981;P35590;P35916;P36888;P41240;P42681;P42684;P42685;P45984;P48730;P49674;P51451;P52333;P53779;P54756;P54760;P54762;P57078;Q06418;Q08345;Q09013;Q12866;Q13163;Q13470;Q13557;Q15303;Q15375;Q2M2I8;Q52WX2;Q56UN5;Q59H18;Q5S007;Q6DT37;Q6PHR2;Q8N4C8;Q8NE63;Q8NI60;Q8TBX8;Q92630;Q96D53;Q96GD4;Q99759;Q9BUB5;Q9H0K1;Q9H1R3;Q9H2G2;Q9HBH9;Q9NRP7;Q9NSY1;Q9P2K8;Q9UEE5;Q9UF33;Q9UHD2;Q9UKE5;Q9UM73;Q9UPE1;Q9UQB9;Q9Y2U5,"InChI=1S/C22H23N3O4/c1-4-16-6-5-7-17(12-16)25-22-18-13-20(28-10-8-26-2)21(29-11-9-27-3)14-19(18)23-15-24-22/h1,5-7,12-15H,8-11H2,2-3H3,(H,23,24,25)",AAKJLRGGTJKAMG-UHFFFAOYSA-N,COCCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCOC,bevacizumab,11,P15692,,,,,bowel cancers,Phase 3,NA,,NCT00598156,Chemotherapy and Avastin Followed by Maintenance Treatment With Avastin +/- Tarceva,Completed,No Results Available,Metastatic Colorectal Cancer,Drug: erlotinib (Tarceva)|Drug: bevacizumab (Avastin),Lund University Hospital|Hoffmann-La Roche,All,"18 Years and older __ (Adult, Senior)",249,Other|Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment,ML19033|EUDRACT 2006-002295-18,ACT,Sep-05,progression-free survival|overall survival,https://ClinicalTrials.gov/show/NCT00598156
